#{"t_start": 1718792136.0473466, "env_id": "None"}
r,l,t
-156418.0,296,5859.999554
-160446.0,296,5861.234251
-159831.0,287,5862.263499
-158033.0,303,5863.343609
-156700.0,294,5864.429705
-150544.0,298,5865.537769
-150972.0,289,5866.617852
-146599.0,290,5873.320924
-159384.0,305,5874.471848
-158422.0,288,5875.498103
-158747.0,304,5876.574222
-151976.0,290,5877.622419
-164301.0,296,5878.681586
-150496.0,295,5879.7238
-152610.0,294,5886.157591
-156287.0,301,5887.289564
-150748.0,296,5888.336764
-154759.0,298,5889.417871
-154521.0,290,5890.411244
-153362.0,299,5891.477361
-144702.0,283,5892.459735
-151717.0,293,5898.850641
-159472.0,305,5899.964662
-155259.0,282,5900.952021
-154958.0,296,5901.991244
-149491.0,287,5903.038442
-154356.0,292,5904.157448
-149660.0,289,5905.225591
-153272.0,291,5912.260777
-154084.0,297,5913.433637
-149380.0,295,5914.542671
-156621.0,300,5915.649709
-156807.0,304,5916.756749
-160768.0,303,5917.956542
-153009.0,295,5919.035656
-159888.0,304,5925.621041
-148355.0,288,5926.830806
-152469.0,301,5927.964773
-166386.0,304,5929.092756
-150466.0,294,5930.179847
-161393.0,302,5931.266974
-147259.0,292,5932.398912
-156850.0,296,5939.216678
-155812.0,296,5940.360617
-161612.0,304,5941.565396
-152541.0,302,5942.676426
-151728.0,291,5943.714646
-146817.0,286,5944.770822
-154889.0,291,5945.791092
-160876.0,296,5952.329606
-165297.0,298,5953.463572
-154544.0,291,5954.654387
-158995.0,297,5955.820268
-148308.0,290,5956.898385
-152123.0,294,5957.925639
-145775.0,282,5958.965857
-153992.0,303,5966.084817
-155918.0,297,5967.256681
-151061.0,289,5968.329812
-146975.0,295,5969.45879
-154471.0,302,5970.576829
-153148.0,306,5971.661898
-158560.0,310,5972.750987
-160568.0,300,5979.620611
-154782.0,291,5980.789486
-157479.0,292,5981.87558
-152998.0,292,5982.953696
-149455.0,300,5984.065722
-154411.0,293,5985.120903
-149559.0,286,5986.196024
-150765.0,300,5993.004814
-150425.0,290,5994.180668
-158077.0,298,5995.297681
-157784.0,295,5996.365824
-152548.0,291,5997.455939
-152032.0,287,5998.547988
-156116.0,292,5999.614138
-154867.0,289,6006.396996
-151049.0,287,6007.515004
-153873.0,299,6008.653958
-162417.0,294,6009.744043
-156183.0,301,6010.883996
-155818.0,293,6012.061845
-149263.0,293,6013.174866
-158550.0,292,6020.082391
-155709.0,295,6021.2383
-155756.0,292,6022.287494
-154938.0,294,6023.382565
-156007.0,296,6024.480629
-153973.0,292,6025.570714
-152268.0,293,6026.684732
-150466.0,298,6033.512471
-156213.0,292,6034.704283
-152661.0,287,6035.842239
-153945.0,293,6036.965236
-152054.0,291,6038.064296
-157949.0,299,6039.17034
-156789.0,295,6040.218534
-150377.0,290,6047.02134
-154649.0,296,6048.132367
-153401.0,304,6049.313209
-164366.0,295,6050.425235
-155730.0,294,6051.489389
-158718.0,293,6052.597425
-152732.0,298,6053.694493
-158664.0,297,6060.463387
-151781.0,293,6061.618299
-149321.0,291,6062.814101
-147679.0,298,6064.06276
-152507.0,290,6065.280505
-154959.0,293,6066.408485
-158257.0,303,6067.606284
-160412.0,303,6074.424048
-157799.0,296,6075.558016
-153657.0,302,6076.706942
-154264.0,298,6077.86684
-154780.0,301,6078.950939
-156473.0,291,6079.99717
-148736.0,286,6086.950546
-154091.0,298,6088.208181
-154257.0,291,6089.316216
-157380.0,298,6090.396328
-155973.0,301,6091.510348
-150452.0,293,6092.66127
-163521.0,303,6093.743375
-156036.0,285,6101.53753
-152527.0,298,6102.836056
-159688.0,294,6104.020887
-156478.0,291,6105.326396
-150020.0,294,6106.576054
-160100.0,293,6107.823715
-153958.0,299,6109.098306
-160709.0,296,6117.404091
-155868.0,288,6118.761463
-154445.0,302,6120.010123
-152079.0,300,6121.308649
-163805.0,301,6122.550328
-158807.0,300,6123.833894
-157344.0,307,6125.151402
-152715.0,301,6133.577832
-150299.0,291,6134.818516
-157880.0,305,6136.012321
-159911.0,300,6137.085451
-157374.0,290,6138.128661
-145675.0,294,6139.181844
-161086.0,302,6140.324786
-157953.0,300,6147.1246
-161028.0,303,6148.316414
-155708.0,307,6150.00789
-152212.0,296,6151.348304
-157731.0,301,6152.786457
-155657.0,298,6154.100941
-154858.0,296,6155.310708
-149957.0,292,6162.486514
-145747.0,289,6163.607514
-154532.0,296,6164.706574
-154789.0,300,6165.8186
-154207.0,301,6166.95955
-146186.0,292,6168.041654
-153320.0,289,6169.105808
-159341.0,297,6175.940528
-156728.0,303,6177.161266
-153895.0,298,6178.28127
-149598.0,289,6179.327469
-158908.0,303,6180.609043
-152865.0,294,6181.673195
-149666.0,292,6182.743333
-158054.0,297,6189.728652
-157198.0,293,6190.853641
-150912.0,293,6191.988608
-158189.0,284,6193.011868
-150016.0,287,6194.064055
-156650.0,297,6195.143169
-158532.0,297,6196.30606
-155330.0,288,6203.21059
-161127.0,301,6204.418361
-152570.0,301,6205.550361
-153856.0,298,6206.614489
-154128.0,304,6207.763414
-143192.0,288,6208.801636
-151347.0,294,6209.858811
-145918.0,285,6216.332497
-153773.0,293,6217.41859
-153353.0,304,6218.509673
-156177.0,298,6219.573825
-150109.0,287,6220.639973
-151300.0,290,6221.707119
-150951.0,293,6222.942814
-163405.0,303,6229.898212
-156170.0,292,6231.001264
-159969.0,291,6232.030508
-151823.0,293,6233.088678
-158371.0,297,6234.225638
-160387.0,299,6235.316718
-160854.0,301,6236.445699
-148567.0,293,6243.271442
-154202.0,298,6244.372498
-153767.0,302,6245.502476
-164318.0,298,6246.681325
-159184.0,301,6247.782379
-153213.0,292,6248.830575
-165600.0,307,6255.468819
-158226.0,297,6256.791284
-155536.0,297,6257.907299
-155457.0,304,6258.978432
-156980.0,298,6260.131351
-152710.0,302,6261.228414
-153814.0,296,6262.29955
-151830.0,292,6268.984669
-153682.0,298,6270.254274
-155869.0,296,6271.326406
-150630.0,293,6272.395548
-153945.0,305,6273.523532
-160614.0,299,6274.639546
-154551.0,284,6275.728634
-155113.0,303,6282.617209
-158569.0,299,6283.834952
-151554.0,289,6284.928026
-160212.0,312,6286.095904
-162537.0,301,6287.146094
-151966.0,285,6288.150408
-147557.0,284,6289.299335
-158665.0,296,6296.31158
-159620.0,294,6297.43757
-154493.0,294,6298.580511
-152615.0,299,6299.728443
-157214.0,296,6300.810548
-161612.0,308,6301.928559
-156803.0,303,6303.003684
-150738.0,301,6309.658883
-155792.0,298,6310.792876
-153963.0,304,6311.916841
-147525.0,293,6312.98
-154279.0,298,6314.092025
-153015.0,297,6315.214025
-155116.0,285,6316.236289
-161373.0,301,6323.031115
-150753.0,296,6324.186029
-157117.0,300,6325.266137
-148382.0,285,6326.287439
-158580.0,302,6327.367519
-158676.0,308,6328.451617
-158565.0,302,6329.497819
-150431.0,297,6336.226821
-158092.0,302,6337.314911
-156563.0,299,6338.400009
-149435.0,296,6339.472141
-159024.0,294,6340.59414
-158533.0,296,6341.639345
-157959.0,295,6342.683552
-161127.0,300,6349.259962
-151752.0,303,6350.405897
-149358.0,295,6351.512937
-158403.0,296,6352.618978
-155418.0,294,6353.715049
-153441.0,301,6354.791169
-161673.0,302,6355.936106
-151600.0,286,6362.603274
-155129.0,289,6363.762174
-155187.0,298,6364.828323
-160709.0,298,6365.971266
-156161.0,311,6367.053371
-159706.0,298,6368.122513
-152607.0,300,6375.015081
-157956.0,296,6376.320585
-151656.0,288,6377.34684
-154116.0,299,6378.435929
-154848.0,297,6379.516038
-151188.0,291,6380.588173
-153998.0,278,6381.623403
-159520.0,309,6388.484052
-143282.0,291,6389.627993
-154866.0,290,6390.709101
-151160.0,296,6391.925847
-151767.0,302,6393.004961
-153400.0,294,6394.038197
-152928.0,297,6395.141247
-148653.0,278,6401.266864
-151345.0,290,6402.434739
-155471.0,294,6403.463987
-150812.0,294,6404.55108
-146156.0,290,6405.552401
-155559.0,297,6406.602592
-151806.0,297,6407.672731
-158816.0,304,6414.311974
-154613.0,294,6415.382112
-158999.0,303,6416.43629
-152282.0,297,6417.464569
-157803.0,294,6418.469851
-152067.0,297,6419.543979
-164050.0,310,6420.635063
-153864.0,296,6427.361073
-152140.0,296,6428.499056
-157723.0,307,6429.624018
-147901.0,292,6430.693158
-157464.0,305,6431.792219
-159790.0,287,6432.903248
-153611.0,301,6434.09606
-160576.0,304,6441.289817
-165917.0,303,6442.469662
-162298.0,303,6443.62557
-159321.0,296,6444.681746
-155290.0,290,6445.719967
-148741.0,289,6446.753204
-151886.0,290,6447.793424
-164276.0,291,6454.088588
-153024.0,296,6455.176677
-149534.0,292,6456.234844
-153579.0,302,6457.408704
-152219.0,295,6458.504775
-156021.0,299,6459.538009
-141875.0,288,6460.576234
-147304.0,290,6466.806569
-157971.0,297,6467.82784
-145433.0,291,6468.852098
-155518.0,300,6469.892316
-154775.0,305,6470.964447
-161714.0,295,6471.985719
-154535.0,292,6473.041892
-152552.0,292,6479.223359
-155440.0,298,6480.247619
-159813.0,296,6481.347676
-143174.0,282,6482.295143
-156262.0,302,6483.324392
-157283.0,293,6484.327706
-157151.0,296,6485.334014
-159280.0,312,6491.283131
-162220.0,289,6492.353243
-158655.0,292,6493.345587
-157414.0,303,6494.41373
-154674.0,291,6495.395106
-157299.0,304,6496.413381
-156567.0,293,6497.38977
-153916.0,297,6503.578219
-161693.0,300,6504.642374
-160961.0,307,6505.736445
-159491.0,299,6506.7258
-151473.0,296,6507.714156
-160011.0,314,6508.753376
-150855.0,293,6514.22574
-149480.0,288,6515.310839
-153445.0,301,6516.366017
-162676.0,302,6517.378308
-152586.0,294,6518.329763
-156385.0,300,6519.360009
-146971.0,285,6520.341384
-149501.0,298,6526.12392
-160905.0,309,6527.24508
-158664.0,299,6528.307078
-157207.0,290,6529.308401
-155224.0,293,6530.274815
-152599.0,294,6531.265196
-150640.0,294,6532.223604
-153413.0,301,6538.005139
-157685.0,300,6539.021422
-158061.0,287,6539.93398
-156169.0,299,6540.933308
-159660.0,301,6541.898726
-158956.0,303,6542.868133
-155579.0,303,6543.857486
-157157.0,301,6549.782638
-154532.0,304,6550.949519
-156405.0,301,6551.977797
-155250.0,308,6553.027958
-154251.0,297,6554.022301
-155335.0,294,6555.040575
-154529.0,302,6556.062841
-157103.0,288,6561.946105
-164798.0,304,6563.085059
-147398.0,300,6564.198084
-162100.0,310,6565.337037
-155020.0,283,6566.403186
-161373.0,308,6567.511221
-158877.0,310,6568.686078
-151716.0,288,6575.475921
-159529.0,299,6576.579965
-156686.0,295,6577.599241
-150940.0,290,6578.643448
-147628.0,295,6579.667709
-148246.0,285,6580.654068
-151424.0,298,6581.71224
-165930.0,303,6588.239782
-152530.0,296,6589.326872
-153904.0,293,6590.391028
-149981.0,300,6591.455182
-153923.0,305,6592.621061
-156601.0,295,6593.681226
-157371.0,299,6594.756351
-151530.0,294,6601.16521
-145440.0,292,6602.242328
-150706.0,302,6603.318478
-155730.0,292,6604.319772
-159672.0,305,6605.45277
-156687.0,301,6606.532853
-152867.0,307,6613.396497
-149592.0,297,6614.641195
-155802.0,295,6615.782117
-152222.0,299,6616.844276
-158128.0,302,6617.957297
-153426.0,305,6619.063338
-160892.0,303,6620.159408
-159299.0,302,6627.056961
-160619.0,304,6628.198905
-153842.0,297,6629.251091
-154821.0,293,6630.289313
-150435.0,288,6631.333519
-153420.0,295,6632.388697
-159306.0,302,6633.552585
-153321.0,295,6639.681195
-144115.0,284,6640.807181
-161108.0,298,6641.922199
-149814.0,296,6643.01727
-160400.0,299,6644.112341
-157533.0,290,6645.309142
-157107.0,292,6646.454078
-158515.0,301,6653.288798
-158666.0,301,6654.447699
-158004.0,298,6655.612583
-155473.0,291,6656.670752
-153966.0,304,6657.705987
-148421.0,299,6658.900789
-152611.0,301,6660.026778
-158044.0,304,6666.989157
-159899.0,304,6668.21687
-151496.0,304,6669.439602
-143864.0,290,6670.496775
-149214.0,287,6671.619771
-155552.0,302,6672.754733
-154237.0,296,6673.926599
-161110.0,308,6680.915905
-154483.0,285,6681.975073
-155666.0,296,6683.066156
-154285.0,304,6684.215081
-157058.0,297,6685.334088
-149365.0,292,6686.486009
-172806.0,307,6687.635931
-154943.0,302,6694.607289
-157272.0,296,6695.732279
-154142.0,291,6696.801418
-158251.0,303,6697.87455
-157327.0,299,6698.974605
-161358.0,311,6700.160434
-151434.0,287,6701.252513
-155645.0,300,6708.483176
-158974.0,292,6709.570267
-154412.0,293,6710.66035
-153086.0,300,6711.831218
-155258.0,301,6712.926291
-153880.0,301,6714.046293
-153718.0,287,6715.238106
-155262.0,292,6722.174553
-153346.0,298,6723.249681
-157289.0,299,6724.347743
-148036.0,286,6725.433836
-159449.0,298,6726.556832
-154619.0,289,6727.624977
-148611.0,293,6734.280178
-161304.0,312,6735.730299
-154345.0,299,6736.908176
-151181.0,301,6738.060065
-159530.0,299,6739.255868
-151905.0,281,6740.358917
-158790.0,295,6741.494879
-156520.0,296,6748.211913
-157829.0,305,6749.423674
-156295.0,294,6750.498797
-156717.0,300,6751.652711
-152268.0,290,6752.744789
-153088.0,291,6753.819915
-154473.0,299,6754.941943
-144577.0,289,6761.931221
-156066.0,300,6763.22077
-159898.0,306,6764.416573
-156073.0,295,6765.493691
-154288.0,308,6766.586767
-155649.0,297,6767.647929
-152977.0,295,6768.767936
-153671.0,306,6775.527853
-152470.0,295,6776.688748
-153042.0,293,6777.784817
-153739.0,295,6778.866922
-156942.0,297,6779.96
-162795.0,296,6781.084992
-151370.0,291,6782.175074
-153273.0,292,6788.857202
-160649.0,304,6790.00214
-156927.0,303,6791.142091
-154914.0,305,6792.241154
-153068.0,299,6793.358165
-158410.0,302,6794.426307
-147379.0,288,6795.49445
-154944.0,294,6802.121725
-154874.0,298,6803.280625
-157625.0,288,6804.492384
-155743.0,296,6805.605407
-154736.0,303,6806.719427
-161697.0,295,6807.767626
-155866.0,291,6808.881644
-156910.0,300,6816.018557
-163326.0,303,6817.185435
-148816.0,300,6818.276516
-151914.0,289,6819.408489
-156232.0,290,6820.466658
-157006.0,295,6821.537793
-147490.0,288,6822.596961
-158269.0,306,6829.485537
-158352.0,302,6830.676351
-159329.0,300,6831.804335
-159167.0,293,6832.962237
-158132.0,305,6834.101192
-153760.0,290,6835.20524
-153141.0,299,6836.299314
-165443.0,308,6843.045269
-160908.0,297,6844.163279
-150761.0,292,6845.246382
-157592.0,298,6846.29458
-156153.0,289,6847.35574
-155725.0,290,6848.435851
-158221.0,303,6849.528927
-153625.0,298,6856.436453
-156044.0,308,6857.545489
-159371.0,301,6858.617622
-156290.0,305,6859.720668
-150622.0,289,6860.812748
-148390.0,288,6861.826037
-152543.0,285,6868.445333
-155593.0,304,6869.677039
-156498.0,296,6870.892788
-157313.0,306,6872.071634
-159005.0,308,6873.232529
-146490.0,283,6874.262773
-151051.0,296,6875.317952
-154956.0,303,6881.988113
-152638.0,301,6883.167956
-154158.0,294,6884.344808
-150467.0,295,6885.45786
-147297.0,297,6886.578834
-154134.0,306,6887.689861
-151948.0,299,6888.826822
-162386.0,300,6895.801167
-152718.0,287,6896.906212
-150941.0,288,6898.023223
-155585.0,304,6899.115302
-154530.0,296,6900.208379
-158001.0,294,6901.306442
-156275.0,297,6902.375582
-150735.0,295,6909.307044
-159022.0,298,6910.405109
-156019.0,303,6911.505164
-153927.0,299,6912.579292
-155783.0,289,6913.595573
-159301.0,300,6914.810326
-151276.0,295,6915.862512
-150449.0,298,6922.045007
-155107.0,304,6923.17296
-162408.0,309,6924.247084
-155438.0,299,6925.305254
-145723.0,291,6926.38437
-161231.0,298,6927.408628
-154084.0,298,6928.459819
-156959.0,298,6935.119005
-154729.0,297,6936.19413
-162623.0,308,6937.288233
-158677.0,294,6938.408208
-145724.0,292,6939.569104
-153732.0,299,6940.654201
-156055.0,300,6941.755256
-155919.0,294,6948.43539
-144871.0,286,6949.619223
-155229.0,291,6950.718284
-151831.0,297,6951.82632
-157512.0,294,6952.957297
-147721.0,295,6954.051368
-157628.0,295,6955.148437
-163858.0,298,6961.800642
-152121.0,301,6962.987468
-150686.0,302,6964.077553
-153248.0,308,6965.172623
-151746.0,297,6966.298613
-163353.0,303,6967.414627
-157549.0,295,6974.088777
-153035.0,290,6975.248674
-155167.0,295,6976.359703
-149103.0,295,6977.416874
-151983.0,299,6978.474047
-150998.0,308,6979.583081
-161954.0,308,6980.650228
-150007.0,300,6987.068061
-154073.0,302,6988.208013
-153466.0,305,6989.268178
-151604.0,295,6990.298423
-155515.0,301,6991.354598
-159151.0,295,6992.413763
-154955.0,298,6993.468941
-154667.0,292,7000.07228
-148352.0,278,7001.144413
-152155.0,300,7002.276386
-159277.0,304,7003.465234
-150180.0,289,7004.497444
-154478.0,296,7005.555614
-151061.0,294,7006.738451
-156635.0,293,7014.165586
-151671.0,292,7014.855742
-149112.0,295,7015.581797
-154553.0,291,7016.381659
-158471.0,305,7017.080789
-160444.0,309,7017.838761
-149757.0,286,7018.574794
-156351.0,286,7019.258963
-157283.0,292,7020.06082
-158180.0,298,7020.795854
-152340.0,297,7021.468056
-153700.0,298,7022.185138
-160874.0,300,7022.90521
-151855.0,289,7023.601349
-145144.0,294,7024.289508
-150059.0,285,7024.959715
-155217.0,299,7025.667821
-156306.0,299,7026.355981
-158127.0,293,7027.022201
-158104.0,294,7027.693406
-156443.0,294,7028.386549
-156953.0,301,7029.103634
-151184.0,293,7029.790794
-153926.0,299,7030.486932
-160494.0,296,7031.169107
-148579.0,295,7031.884194
-157446.0,293,7032.571357
-153662.0,299,7033.252535
-151601.0,292,7033.908784
-163960.0,306,7034.594946
-148941.0,294,7035.369872
-153728.0,291,7036.093937
-153728.0,290,7036.782094
-161546.0,294,7037.494218
-157189.0,300,7038.241192
-159487.0,306,7039.084935
-158899.0,300,7039.866873
-165920.0,311,7040.668701
-160254.0,303,7041.403733
-158812.0,303,7042.152731
-151967.0,291,7042.884772
-152256.0,295,7043.702585
-155856.0,296,7044.449587
-149961.0,294,7045.203572
-149738.0,297,7045.921678
-153782.0,294,7046.656684
-157440.0,286,7047.395708
-156357.0,296,7048.114787
-152139.0,293,7049.216836
-152850.0,291,7050.256057
-157932.0,303,7051.150665
-153472.0,298,7051.944541
-157678.0,298,7052.796263
-158603.0,301,7053.587147
-159047.0,302,7054.361077
-149263.0,284,7055.090129
-149046.0,288,7055.812198
-158006.0,297,7056.545237
-156827.0,295,7057.254341
-150278.0,291,7057.945492
-153853.0,298,7058.676535
-158141.0,299,7059.391653
-151349.0,301,7060.261327
-153677.0,298,7060.98137
-158485.0,310,7061.740341
-151822.0,287,7062.457422
-155120.0,298,7063.200435
-156039.0,291,7063.901561
-158654.0,295,7064.613656
-153607.0,297,7065.315808
-157112.0,296,7066.016902
-155397.0,298,7066.823745
-149756.0,298,7067.558778
-151360.0,290,7068.312762
-151643.0,290,7069.055774
-153598.0,301,7069.794798
-151239.0,288,7070.471987
-158654.0,299,7071.209015
-148067.0,291,7071.942055
-150111.0,289,7072.689059
-151499.0,290,7073.445035
-155397.0,306,7074.222954
-157525.0,299,7074.951009
-153764.0,298,7075.691028
-161434.0,294,7076.413125
-156019.0,304,7077.142147
-149306.0,290,7077.859228
-157924.0,293,7078.563347
-154809.0,283,7079.283419
-155917.0,289,7080.002497
-157782.0,299,7080.730551
-152273.0,290,7081.419705
-150583.0,295,7082.128809
-161488.0,295,7082.871822
-152942.0,299,7083.6408
-151956.0,298,7084.410706
-157001.0,293,7085.109835
-160272.0,299,7085.807969
-155717.0,298,7086.54799
-153596.0,304,7087.268064
